COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;POP_EST_2020;CAPITAL;REGIAO;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE;SITUACAO
2404705;1691;Ipanguaçu;IPANGUACU;RN;Rio Grande do Norte;15626;0;NE;0,603;0,744;0,518;0,568;Aprovado
2305654;1259;Ipaporanga;IPAPORANGA;CE;Ceará;11596;0;NE;0,579;0,766;0,506;0,502;Aprovado
3131307;4625;Ipatinga;IPATINGA;MG;Minas Gerais;265409;0;SE;0,771;0,864;0,705;0,752;Aprovado
2305704;1415;Ipaumirim;IPAUMIRIM;CE;Ceará;12485;0;NE;0,606;0,729;0,491;0,621;Aprovado
3520905;6519;Ipaussu;IPAUSSU;SP;São Paulo;15069;0;SE;0,727;0,828;0,65;0,713;Aprovado
4310439;8399;Ipê;IPE;RS;Rio Grande do Sul;6689;0;S;0,728;0,831;0,618;0,751;Aprovado
2913804;3577;Ipecaetá;IPECAETA;BA;Bahia;14354;0;NE;0,55;0,776;0,424;0,506;Aprovado
3521002;6521;Iperó;IPERO;SP;São Paulo;37964;0;SE;0,719;0,814;0,672;0,68;Aprovado
3521101;6523;Ipeúna;IPEUNA;SP;São Paulo;7687;0;SE;0,753;0,845;0,685;0,737;Não Cadastrado
3131406;4627;Ipiaçu;IPIACU;MG;Minas Gerais;4225;0;SE;0,696;0,814;0,61;0,68;Aprovado
2913903;3579;Ipiaú;IPIAU;BA;Bahia;45922;0;NE;0,67;0,796;0,551;0,687;Aprovado
3521150;800;Ipiguá;IPIGUA;SP;São Paulo;5476;0;SE;0,73;0,839;0,666;0,696;Aprovado
2914000;3581;Ipirá;IPIRA;BA;Bahia;59435;0;NE;0,549;0,748;0,39;0,568;Aprovado
4207601;8149;Ipira;IPIRA;SC;Santa Catarina;4406;0;S;0,736;0,838;0,657;0,724;Aprovado
4110508;7603;Ipiranga;IPIRANGA;PR;Paraná;15251;0;S;0,652;0,828;0,489;0,684;Não Cadastrado
5210158;1074;Ipiranga de Goiás;IPIRANGA DE GOIAS;GO;Goiás;2893;0;CO;0,696;0,816;0,642;0,643;Aprovado
5104526;1184;Ipiranga do Norte;IPIRANGA DO NORTE;MT;Mato Grosso;7920;0;CO;0,727;0,807;0,642;0,742;Aprovado
2204808;1095;Ipiranga do Piauí;IPIRANGA DO PIAUI;PI;Piauí;9838;0;NE;0,63;0,765;0,583;0,56;Aprovado
4310462;7399;Ipiranga do Sul;IPIRANGA DO SUL;RS;Rio Grande do Sul;1880;0;S;0,791;0,866;0,698;0,818;Aprovado
1301803;239;Ipixuna;IPIXUNA;AM;Amazonas;30436;0;N;0,481;0,772;0,302;0,476;Não Cadastrado
1503457;621;Ipixuna do Pará;IPIXUNA DO PARA;PA;Pará;65625;0;N;0,489;0,757;0,304;0,508;Aprovado
2607208;2443;Ipojuca;IPOJUCA;PE;Pernambuco;97669;0;NE;0,619;0,774;0,499;0,613;Aprovado
4110607;7605;Iporã;IPORA;PR;Paraná;13782;0;S;0,706;0,829;0,611;0,696;Não Cadastrado
5210208;9399;Iporá;IPORA;GO;Goiás;31499;0;CO;0,743;0,84;0,667;0,731;Aprovado
4207650;9951;Iporã do Oeste;IPORA DO OESTE;SC;Santa Catarina;9045;0;S;0,759;0,847;0,695;0,743;Aprovado
3521200;6525;Iporanga;IPORANGA;SP;São Paulo;4199;0;SE;0,703;0,816;0,668;0,637;Aprovado
2305803;1417;Ipu;IPU;CE;Ceará;42058;0;NE;0,618;0,762;0,532;0,583;Aprovado
3521309;6527;Ipuã;IPUA;SP;São Paulo;16604;0;SE;0,749;0,848;0,654;0,759;Aprovado
4207684;5737;Ipuaçu;IPUACU;SC;Santa Catarina;7579;0;S;0,66;0,79;0,54;0,674;Aprovado
2607307;2445;Ipubi;IPUBI;PE;Pernambuco;31187;0;NE;0,55;0,712;0,433;0,541;Aprovado
2404804;1693;Ipueira;IPUEIRA;RN;Rio Grande do Norte;2253;0;NE;0,679;0,788;0,633;0,627;Aprovado
1709807;84;Ipueiras;IPUEIRAS;TO;Tocantins;2052;0;N;0,62;0,797;0,518;0,576;Aprovado
2305902;1419;Ipueiras;IPUEIRAS;CE;Ceará;38114;0;NE;0,573;0,735;0,479;0,534;Não Cadastrado
3131505;4629;Ipuiúna;IPUIUNA;MG;Minas Gerais;10118;0;SE;0,686;0,866;0,516;0,723;Aprovado
4207700;8151;Ipumirim;IPUMIRIM;SC;Santa Catarina;7620;0;S;0,738;0,853;0,631;0,747;Não Cadastrado
2914109;3583;Ipupiara;IPUPIARA;BA;Bahia;9911;0;NE;0,59;0,736;0,499;0,558;Não Cadastrado
1400282;32;Iracema;IRACEMA;RR;Roraima;12296;0;N;0,582;0,81;0,434;0,56;Aprovado
2306009;1421;Iracema;IRACEMA;CE;Ceará;14326;0;NE;0,652;0,733;0,632;0,597;Não Cadastrado
4110656;5485;Iracema do Oeste;IRACEMA DO OESTE;PR;Paraná;2251;0;S;0,707;0,836;0,63;0,672;Não Cadastrado
3521408;6529;Iracemápolis;IRACEMAPOLIS;SP;São Paulo;24614;0;SE;0,776;0,863;0,729;0,742;Aprovado
4207759;9953;Iraceminha;IRACEMINHA;SC;Santa Catarina;3938;0;S;0,722;0,845;0,628;0,71;Aprovado
4310504;8711;Iraí;IRAI;RS;Rio Grande do Sul;7141;0;S;0,691;0,819;0,59;0,684;Aprovado
3131604;4631;Iraí de Minas;IRAI DE MINAS;MG;Minas Gerais;7027;0;SE;0,695;0,847;0,563;0,705;Não Cadastrado
2914208;3585;Irajuba;IRAJUBA;BA;Bahia;7279;0;NE;0,576;0,776;0,453;0,544;Aprovado
2914307;3587;Iramaia;IRAMAIA;BA;Bahia;8197;0;NE;0,571;0,74;0,463;0,543;Aprovado
1301852;9835;Iranduba;IRANDUBA;AM;Amazonas;49011;0;N;0,613;0,799;0,476;0,607;Aprovado
4207809;8153;Irani;IRANI;SC;Santa Catarina;10498;0;S;0,742;0,847;0,675;0,715;Aprovado
3521507;6531;Irapuã;IRAPUA;SP;São Paulo;8048;0;SE;0,713;0,844;0,624;0,688;Não Cadastrado
3521606;6533;Irapuru;IRAPURU;SP;São Paulo;8325;0;SE;0,712;0,839;0,622;0,691;Aprovado
2914406;3589;Iraquara;IRAQUARA;BA;Bahia;25478;0;NE;0,599;0,749;0,523;0,548;Aprovado
2914505;3591;Irará;IRARA;BA;Bahia;29173;0;NE;0,62;0,809;0,501;0,587;Aprovado
4110706;7607;Irati;IRATI;PR;Paraná;61088;0;S;0,726;0,835;0,64;0,715;Não Cadastrado
4207858;5585;Irati;IRATI;SC;Santa Catarina;1909;0;S;0,707;0,836;0,609;0,694;Aprovado
2306108;1423;Irauçuba;IRAUCUBA;CE;Ceará;24305;0;NE;0,605;0,755;0,557;0,526;Aprovado
2914604;3593;Irecê;IRECE;BA;Bahia;73524;0;NE;0,691;0,776;0,643;0,661;Aprovado
4110805;7609;Iretama;IRETAMA;PR;Paraná;10098;0;S;0,665;0,811;0,521;0,696;Aprovado
4207908;8155;Irineópolis;IRINEOPOLIS;SC;Santa Catarina;11289;0;S;0,699;0,836;0,567;0,72;Aprovado
1503507;469;Irituia;IRITUIA;PA;Pará;32595;0;N;0,559;0,763;0,427;0,536;Aprovado
3202652;2931;Irupi;IRUPI;ES;Espírito Santo;13526;0;SE;0,637;0,798;0,493;0,658;Aprovado
2204907;1097;Isaías Coelho;ISAIAS COELHO;PI;Piauí;8566;0;NE;0,582;0,767;0,41;0,628;Aprovado
5210307;9401;Israelândia;ISRAELANDIA;GO;Goiás;2786;0;CO;0,711;0,831;0,652;0,664;Não Cadastrado
4208005;8157;Itá;ITA;SC;Santa Catarina;6129;0;S;0,771;0,879;0,698;0,747;Aprovado
4310538;990;Itaara;ITAARA;RS;Rio Grande do Sul;5537;0;S;0,76;0,841;0,687;0,761;Aprovado
2506905;2039;Itabaiana;ITABAIANA;PB;Paraíba;24419;0;NE;0,613;0,727;0,536;0,592;Aprovado
2802908;3157;Itabaiana;ITABAIANA;SE;Sergipe;96142;0;NE;0,642;0,801;0,513;0,645;Aprovado
2803005;3159;Itabaianinha;ITABAIANINHA;SE;Sergipe;42166;0;NE;0,556;0,761;0,407;0,555;Aprovado
2914653;3279;Itabela;ITABELA;BA;Bahia;30747;0;NE;0,599;0,751;0,465;0,614;Aprovado
3521705;6535;Itaberá;ITABERA;SP;São Paulo;17480;0;SE;0,693;0,803;0,636;0,652;Aprovado
2914703;3595;Itaberaba;ITABERABA;BA;Bahia;64646;0;NE;0,62;0,769;0,485;0,638;Aprovado
5210406;9403;Itaberaí;ITABERAI;GO;Goiás;43622;0;CO;0,719;0,828;0,61;0,735;Aprovado
2803104;3161;Itabi;ITABI;SE;Sergipe;4886;0;NE;0,602;0,748;0,512;0,569;Aprovado
3131703;4633;Itabira;ITABIRA;MG;Minas Gerais;120904;0;SE;0,756;0,873;0,678;0,729;Aprovado
3131802;4635;Itabirinha;ITABIRINHA;MG;Minas Gerais;11576;0;SE;0,653;0,838;0,531;0,625;Não Cadastrado
3131901;4637;Itabirito;ITABIRITO;MG;Minas Gerais;52446;0;SE;0,73;0,828;0,638;0,737;Aprovado
3301900;5837;Itaboraí;ITABORAI;RJ;Rio de Janeiro;242543;0;SE;0,693;0,813;0,593;0,69;Aprovado
2914802;3597;Itabuna;ITABUNA;BA;Bahia;213685;0;NE;0,712;0,807;0,643;0,695;Aprovado
1710508;9405;Itacajá;ITACAJA;TO;Tocantins;7452;0;N;0,612;0,798;0,491;0,585;Aprovado
3132008;4639;Itacambira;ITACAMBIRA;MG;Minas Gerais;5417;0;SE;0,628;0,791;0,55;0,57;Aprovado
3132107;4641;Itacarambi;ITACARAMBI;MG;Minas Gerais;18164;0;SE;0,641;0,787;0,564;0,593;Aprovado
2914901;3599;Itacaré;ITACARE;BA;Bahia;28684;0;NE;0,583;0,807;0,413;0,594;Aprovado
1301902;241;Itacoatiara;ITACOATIARA;AM;Amazonas;102701;0;N;0,644;0,811;0,534;0,618;Aprovado
2607406;2447;Itacuruba;ITACURUBA;PE;Pernambuco;4966;0;NE;0,595;0,712;0,523;0,567;Aprovado
4310553;7397;Itacurubi;ITACURUBI;RS;Rio Grande do Sul;3460;0;S;0,657;0,804;0,509;0,692;Aprovado
2915007;3601;Itaeté;ITAETE;BA;Bahia;16110;0;NE;0,572;0,719;0,485;0,536;Aprovado
2915106;3603;Itagi;ITAGI;BA;Bahia;12242;0;NE;0,543;0,694;0,426;0,543;Aprovado
2915205;3605;Itagibá;ITAGIBA;BA;Bahia;14452;0;NE;0,589;0,77;0,469;0,566;Aprovado
2915304;3607;Itagimirim;ITAGIMIRIM;BA;Bahia;6825;0;NE;0,634;0,821;0,516;0,602;Rejeitado
3202702;5653;Itaguaçu;ITAGUACU;ES;Espírito Santo;14023;0;SE;0,702;0,802;0,641;0,672;Aprovado
2915353;3281;Itaguaçu da Bahia;ITAGUACU DA BAHIA;BA;Bahia;14542;0;NE;0,562;0,74;0,435;0,55;Aprovado
3302007;5839;Itaguaí;ITAGUAI;RJ;Rio de Janeiro;134819;0;SE;0,715;0,814;0,638;0,703;Aprovado
4110904;7611;Itaguajé;ITAGUAJE;PR;Paraná;4446;0;S;0,707;0,791;0,664;0,672;Em Análise
3132206;4643;Itaguara;ITAGUARA;MG;Minas Gerais;13435;0;SE;0,691;0,836;0,567;0,697;Aprovado
5210562;9919;Itaguari;ITAGUARI;GO;Goiás;4685;0;CO;0,693;0,817;0,596;0,683;Não Cadastrado
5210604;9407;Itaguaru;ITAGUARU;GO;Goiás;5206;0;CO;0,718;0,828;0,648;0,689;Não Cadastrado
1710706;9409;Itaguatins;ITAGUATINS;TO;Tocantins;5832;0;N;0,616;0,799;0,511;0,572;Aprovado
3521804;6537;Itaí;ITAI;SP;São Paulo;27382;0;SE;0,713;0,83;0,63;0,692;Aprovado
2607505;2449;Itaíba;ITAIBA;PE;Pernambuco;26308;0;NE;0,51;0,688;0,364;0,531;Aprovado
2306207;1425;Itaiçaba;ITAICABA;CE;Ceará;7866;0;NE;0,656;0,758;0,642;0,581;Aprovado
2205003;1099;Itainópolis;ITAINOPOLIS;PI;Piauí;11551;0;NE;0,541;0,725;0,401;0,545;Aprovado
4208104;8159;Itaiópolis;ITAIOPOLIS;SC;Santa Catarina;21780;0;S;0,708;0,836;0,606;0,7;Aprovado
2105351;172;Itaipava do Grajaú;ITAIPAVA DO GRAJAU;MA;Maranhão;16005;0;NE;0,518;0,726;0,419;0,456;Aprovado
3132305;4645;Itaipé;ITAIPE;MG;Minas Gerais;12836;0;SE;0,552;0,759;0,388;0,57;Aprovado
4110953;5525;Itaipulândia;ITAIPULANDIA;PR;Paraná;11385;0;S;0,738;0,848;0,608;0,779;Não Cadastrado
2306256;991;Itaitinga;ITAITINGA;CE;Ceará;38325;0;NE;0,626;0,768;0,548;0,583;Aprovado
1503606;471;Itaituba;ITAITUBA;PA;Pará;101395;0;N;0,64;0,8;0,51;0,644;Aprovado
2404853;418;Itajá;ITAJA;RN;Rio Grande do Norte;7595;0;NE;0,624;0,769;0,539;0,586;Não Cadastrado
5210802;9411;Itajá;ITAJA;GO;Goiás;4475;0;CO;0,691;0,835;0,57;0,692;Aprovado
4208203;8161;Itajaí;ITAJAI;SC;Santa Catarina;223112;0;S;0,795;0,884;0,73;0,778;Aprovado
3521903;6539;Itajobi;ITAJOBI;SP;São Paulo;15297;0;SE;0,73;0,832;0,644;0,727;Não Cadastrado
3522000;6541;Itaju;ITAJU;SP;São Paulo;3887;0;SE;0,705;0,823;0,613;0,696;Não Cadastrado
2915403;3609;Itaju do Colônia;ITAJU DO COLONIA;BA;Bahia;6596;0;NE;0,592;0,724;0,502;0,57;Aprovado
3132404;4647;Itajubá;ITAJUBA;MG;Minas Gerais;97334;0;SE;0,787;0,884;0,718;0,767;Aprovado
2915502;3611;Itajuípe;ITAJUIPE;BA;Bahia;20398;0;NE;0,599;0,759;0,466;0,609;Aprovado
3302056;5929;Italva;ITALVA;RJ;Rio de Janeiro;15299;0;SE;0,688;0,792;0,595;0,692;Aprovado
2915601;3613;Itamaraju;ITAMARAJU;BA;Bahia;64455;0;NE;0,627;0,767;0,502;0,641;Aprovado
3132503;4649;Itamarandiba;ITAMARANDIBA;MG;Minas Gerais;34936;0;SE;0,646;0,798;0,547;0,618;Aprovado
1301951;9837;Itamarati;ITAMARATI;AM;Amazonas;7814;0;N;0,477;0,772;0,266;0,529;Não Cadastrado
3132602;4651;Itamarati de Minas;ITAMARATI DE MINAS;MG;Minas Gerais;4375;0;SE;0,688;0,841;0,572;0,677;Aprovado
2915700;3615;Itamari;ITAMARI;BA;Bahia;8003;0;NE;0,578;0,713;0,454;0,595;Não Cadastrado
3132701;4653;Itambacuri;ITAMBACURI;MG;Minas Gerais;23209;0;SE;0,634;0,784;0,527;0,616;Aprovado
4111001;7613;Itambaracá;ITAMBARACA;PR;Paraná;6549;0;S;0,694;0,789;0,639;0,664;Não Cadastrado
2607653;2597;Itambé;ITAMBE;PE;Pernambuco;36471;0;NE;0,575;0,727;0,463;0,566;Não Cadastrado
2915809;3617;Itambé;ITAMBE;BA;Bahia;22754;0;NE;0,578;0,75;0,436;0,589;Aprovado
4111100;7615;Itambé;ITAMBE;PR;Paraná;6109;0;S;0,746;0,854;0,703;0,691;Aprovado
3132800;4655;Itambé do Mato Dentro;ITAMBE DO MATO DENTRO;MG;Minas Gerais;2056;0;SE;0,634;0,823;0,513;0,605;Não Cadastrado
3132909;4657;Itamogi;ITAMOGI;MG;Minas Gerais;10157;0;SE;0,674;0,81;0,568;0,665;Aprovado
3133006;4659;Itamonte;ITAMONTE;MG;Minas Gerais;15714;0;SE;0,705;0,853;0,591;0,695;Aprovado
2915908;3619;Itanagra;ITANAGRA;BA;Bahia;6436;0;NE;0,584;0,796;0,433;0,577;Não Cadastrado
3522109;6543;Itanhaém;ITANHAEM;SP;São Paulo;103102;0;SE;0,745;0,823;0,701;0,716;Aprovado
3133105;4661;Itanhandu;ITANHANDU;MG;Minas Gerais;15423;0;SE;0,739;0,871;0,643;0,72;Aprovado
5104542;1186;Itanhangá;ITANHANGA;MT;Mato Grosso;6885;0;CO;0,71;0,856;0,597;0,699;Aprovado
2916005;3621;Itanhém;ITANHEM;BA;Bahia;19316;0;NE;0,637;0,79;0,525;0,624;Aprovado
3133204;4663;Itanhomi;ITANHOMI;MG;Minas Gerais;12244;0;SE;0,65;0,831;0,503;0,656;Não Cadastrado
3133303;4665;Itaobim;ITAOBIM;MG;Minas Gerais;21029;0;SE;0,629;0,787;0,516;0,613;Aprovado
3522158;3053;Itaóca;ITAOCA;SP;São Paulo;3330;0;SE;0,68;0,787;0,637;0,627;Aprovado
3302106;5841;Itaocara;ITAOCARA;RJ;Rio de Janeiro;23222;0;SE;0,713;0,82;0,635;0,696;Aprovado
5210901;9413;Itapaci;ITAPACI;GO;Goiás;23421;0;CO;0,725;0,844;0,626;0,72;Não Cadastrado
3133402;4667;Itapagipe;ITAPAGIPE;MG;Minas Gerais;15379;0;SE;0,723;0,861;0,603;0,728;Não Cadastrado
2306306;1427;Itapajé;ITAPAJE;CE;Ceará;53067;0;NE;0,623;0,76;0,568;0,561;Aprovado
2916104;3623;Itaparica;ITAPARICA;BA;Bahia;22337;0;NE;0,67;0,826;0,553;0,657;Aprovado
2916203;3625;Itapé;ITAPE;BA;Bahia;8526;0;NE;0,599;0,761;0,491;0,574;Aprovado
2916302;3627;Itapebi;ITAPEBI;BA;Bahia;10215;0;NE;0,572;0,718;0,458;0,568;Aprovado
3133501;4669;Itapecerica;ITAPECERICA;MG;Minas Gerais;21761;0;SE;0,713;0,846;0,618;0,692;Aprovado
3522208;6545;Itapecerica da Serra;ITAPECERICA DA SERRA;SP;São Paulo;177662;0;SE;0,742;0,852;0,687;0,699;Aprovado
2105401;807;Itapecuru Mirim;ITAPECURU MIRIM;MA;Maranhão;68723;0;NE;0,599;0,747;0,539;0,534;Aprovado
4111209;7617;Itapejara d'Oeste;ITAPEJARA DOESTE;PR;Paraná;12094;0;S;0,731;0,828;0,661;0,713;Não Cadastrado
4208302;8163;Itapema;ITAPEMA;SC;Santa Catarina;67338;0;S;0,796;0,881;0,727;0,788;Aprovado
3202801;5655;Itapemirim;ITAPEMIRIM;ES;Espírito Santo;34656;0;SE;0,654;0,808;0,54;0,64;Não Cadastrado
4111258;5451;Itaperuçu;ITAPERUCU;PR;Paraná;29070;0;S;0,637;0,779;0,507;0,654;Em Cadastro
3302205;5843;Itaperuna;ITAPERUNA;RJ;Rio de Janeiro;103800;0;SE;0,73;0,837;0,649;0,716;Aprovado
2607703;2453;Itapetim;ITAPETIM;PE;Pernambuco;13553;0;NE;0,592;0,704;0,494;0,598;Aprovado
2916401;3629;Itapetinga;ITAPETINGA;BA;Bahia;76795;0;NE;0,667;0,79;0,562;0,667;Aprovado
3522307;6547;Itapetininga;ITAPETININGA;SP;São Paulo;165526;0;SE;0,763;0,864;0,705;0,728;Aprovado
3133600;4671;Itapeva;ITAPEVA;MG;Minas Gerais;9881;0;SE;0,72;0,878;0,607;0,699;Aprovado
3522406;6549;Itapeva;ITAPEVA;SP;São Paulo;94804;0;SE;0,732;0,803;0,697;0,702;Não Cadastrado
3522505;6551;Itapevi;ITAPEVI;SP;São Paulo;240961;0;SE;0,735;0,855;0,677;0,687;Aprovado
2916500;3631;Itapicuru;ITAPICURU;BA;Bahia;35883;0;NE;0,486;0,711;0,319;0,505;Aprovado
2306405;1429;Itapipoca;ITAPIPOCA;CE;Ceará;130539;0;NE;0,64;0,761;0,613;0,562;Aprovado
3522604;6553;Itapira;ITAPIRA;SP;São Paulo;75234;0;SE;0,762;0,852;0,692;0,75;Aprovado
1302009;243;Itapiranga;ITAPIRANGA;AM;Amazonas;9230;0;N;0,654;0,792;0,594;0,594;Aprovado
4208401;8165;Itapiranga;ITAPIRANGA;SC;Santa Catarina;17007;0;S;0,775;0,842;0,723;0,766;Não Cadastrado
5211008;9415;Itapirapuã;ITAPIRAPUA;GO;Goiás;4685;0;CO;0,677;0,816;0,568;0,67;Não Cadastrado
3522653;3055;Itapirapuã Paulista;ITAPIRAPUA PAULISTA;SP;São Paulo;4268;0;SE;0,661;0,816;0,594;0,595;Não Cadastrado
1710904;347;Itapiratins;ITAPIRATINS;TO;Tocantins;3795;0;N;0,601;0,796;0,446;0,611;Não Cadastrado
2607752;2633;Itapissuma;ITAPISSUMA;PE;Pernambuco;26900;0;NE;0,633;0,764;0,564;0,589;Aprovado
2916609;3633;Itapitanga;ITAPITANGA;BA;Bahia;10298;0;NE;0,571;0,764;0,454;0,536;Aprovado
2306504;1431;Itapiúna;ITAPIUNA;CE;Ceará;20520;0;NE;0,604;0,775;0,542;0,525;Aprovado
4208450;9985;Itapoá;ITAPOA;SC;Santa Catarina;21177;0;S;0,761;0,874;0,682;0,739;Aprovado
3522703;6555;Itápolis;ITAPOLIS;SP;São Paulo;43331;0;SE;0,744;0,836;0,667;0,738;Aprovado
5004502;9089;Itaporã;ITAPORA;MS;Mato Grosso do Sul;25162;0;CO;0,654;0,809;0,523;0,66;Rejeitado
1711100;9417;Itaporã do Tocantins;ITAPORA DO TOCANTINS;TO;Tocantins;2420;0;N;0,65;0,842;0,531;0,613;Aprovado
2507002;2041;Itaporanga;ITAPORANGA;PB;Paraíba;24828;0;NE;0,615;0,742;0,517;0,607;Aprovado
3522802;6557;Itaporanga;ITAPORANGA;SP;São Paulo;15173;0;SE;0,719;0,835;0,653;0,681;Aprovado
2803203;3163;Itaporanga d'Ajuda;ITAPORANGA DAJUDA;SE;Sergipe;34709;0;NE;0,561;0,779;0,414;0,548;Aprovado
2507101;2043;Itapororoca;ITAPOROROCA;PB;Paraíba;18823;0;NE;0,564;0,757;0,437;0,543;Aprovado
1101104;683;Itapuã do Oeste;ITAPUA DO OESTE;RO;Rondônia;10641;0;N;0,614;0,751;0,488;0,633;Aprovado
4310579;6027;Itapuca;ITAPUCA;RS;Rio Grande do Sul;2065;0;S;0,664;0,834;0,495;0,709;Aprovado
3522901;6559;Itapuí;ITAPUI;SP;São Paulo;14147;0;SE;0,725;0,841;0,633;0,716;Aprovado
3523008;6561;Itapura;ITAPURA;SP;São Paulo;4951;0;SE;0,72;0,813;0,673;0,682;Aprovado
5211206;9419;Itapuranga;ITAPURANGA;GO;Goiás;25681;0;CO;0,726;0,837;0,653;0,7;Em Cadastro
3523107;6563;Itaquaquecetuba;ITAQUAQUECETUBA;SP;São Paulo;375011;0;SE;0,714;0,844;0,648;0,665;Aprovado
2916708;3635;Itaquara;ITAQUARA;BA;Bahia;8347;0;NE;0,553;0,763;0,411;0,539;Aprovado
4310603;8713;Itaqui;ITAQUI;RS;Rio Grande do Sul;37489;0;S;0,713;0,843;0,626;0,687;Aprovado
5004601;9807;Itaquiraí;ITAQUIRAI;MS;Mato Grosso do Sul;21376;0;CO;0,62;0,772;0,479;0,645;Não Cadastrado
2607802;2455;Itaquitinga;ITAQUITINGA;PE;Pernambuco;17006;0;NE;0,586;0,715;0,509;0,554;Não Cadastrado
3202900;5657;Itarana;ITARANA;ES;Espírito Santo;10494;0;SE;0,684;0,809;0,568;0,696;Aprovado
2916807;3637;Itarantim;ITARANTIM;BA;Bahia;19843;0;NE;0,61;0,766;0,487;0,608;Aprovado
3523206;6565;Itararé;ITARARE;SP;São Paulo;50642;0;SE;0,703;0,803;0,649;0,668;Aprovado
2306553;1595;Itarema;ITAREMA;CE;Ceará;42215;0;NE;0,606;0,753;0,558;0,529;Aprovado
3523305;6567;Itariri;ITARIRI;SP;São Paulo;17598;0;SE;0,677;0,837;0,577;0,642;Aprovado
5211305;9421;Itarumã;ITARUMA;GO;Goiás;7259;0;CO;0,693;0,861;0,503;0,769;Não Cadastrado
4310652;1144;Itati;ITATI;RS;Rio Grande do Sul;2397;0;S;0,669;0,827;0,524;0,692;Aprovado
3302254;6003;Itatiaia;ITATIAIA;RJ;Rio de Janeiro;32064;0;SE;0,737;0,836;0,652;0,735;Aprovado
3133709;4673;Itatiaiuçu;ITATIAIUCU;MG;Minas Gerais;11252;0;SE;0,677;0,833;0,563;0,661;Aprovado
3523404;6569;Itatiba;ITATIBA;SP;São Paulo;122581;0;SE;0,778;0,844;0,708;0,788;Aprovado
4310702;8715;Itatiba do Sul;ITATIBA DO SUL;RS;Rio Grande do Sul;3231;0;S;0,681;0,801;0,567;0,696;Não Cadastrado
2916856;3283;Itatim;ITATIM;BA;Bahia;14539;0;NE;0,582;0,782;0,459;0,55;Aprovado
3523503;6571;Itatinga;ITATINGA;SP;São Paulo;20921;0;SE;0,706;0,841;0,61;0,685;Aprovado
2306603;1433;Itatira;ITATIRA;CE;Ceará;21836;0;NE;0,562;0,747;0,463;0,514;Aprovado
2507200;2045;Itatuba;ITATUBA;PB;Paraíba;11016;0;NE;0,562;0,742;0,436;0,549;Aprovado
2404903;1695;Itaú;ITAU;RN;Rio Grande do Norte;5897;0;NE;0,614;0,727;0,542;0,588;Aprovado
3133758;5731;Itaú de Minas;ITAU DE MINAS;MG;Minas Gerais;16199;0;SE;0,776;0,862;0,711;0,761;Aprovado
5104559;9901;Itaúba;ITAUBA;MT;Mato Grosso;3704;0;CO;0,69;0,809;0,569;0,714;Não Cadastrado
1600253;669;Itaubal;ITAUBAL;AP;Amapá;5617;0;N;0,576;0,758;0,477;0,528;Aprovado
5211404;9423;Itauçu;ITAUCU;GO;Goiás;8960;0;CO;0,718;0,833;0,638;0,697;Aprovado
2205102;1101;Itaueira;ITAUEIRA;PI;Piauí;11028;0;NE;0,583;0,727;0,46;0,594;Não Cadastrado
3133808;4675;Itaúna;ITAUNA;MG;Minas Gerais;93847;0;SE;0,758;0,85;0,685;0,749;Aprovado
4111308;7619;Itaúna do Sul;ITAUNA DO SUL;PR;Paraná;2781;0;S;0,656;0,798;0,543;0,651;Aprovado
3133907;4677;Itaverava;ITAVERAVA;MG;Minas Gerais;5369;0;SE;0,627;0,811;0,496;0,613;Aprovado
3134004;4679;Itinga;ITINGA;MG;Minas Gerais;15022;0;SE;0,6;0,797;0,484;0,559;Aprovado
2105427;174;Itinga do Maranhão;ITINGA DO MARANHAO;MA;Maranhão;26068;0;NE;0,63;0,764;0,545;0,601;Aprovado
5104609;9091;Itiquira;ITIQUIRA;MT;Mato Grosso;13552;0;CO;0,693;0,812;0,591;0,694;Não Cadastrado
3523602;6573;Itirapina;ITIRAPINA;SP;São Paulo;18387;0;SE;0,724;0,813;0,636;0,734;Não Cadastrado
3523701;6575;Itirapuã;ITIRAPUA;SP;São Paulo;6543;0;SE;0,707;0,826;0,636;0,673;Não Cadastrado
2916906;3639;Itiruçu;ITIRUCU;BA;Bahia;12528;0;NE;0,6;0,762;0,482;0,588;Aprovado
2917003;3641;Itiúba;ITIUBA;BA;Bahia;36116;0;NE;0,544;0,775;0,398;0,521;Aprovado
3523800;6577;Itobi;ITOBI;SP;São Paulo;7852;0;SE;0,717;0,82;0,646;0,697;Não Cadastrado
2917102;3643;Itororó;ITORORO;BA;Bahia;20388;0;NE;0,594;0,739;0,474;0,598;Aprovado
3523909;6579;Itu;ITU;SP;São Paulo;175568;0;SE;0,773;0,854;0,692;0,782;Aprovado
2917201;3645;Ituaçu;ITUACU;BA;Bahia;19030;0;NE;0,57;0,77;0,425;0,565;Aprovado
2917300;3647;Ituberá;ITUBERA;BA;Bahia;28740;0;NE;0,606;0,769;0,482;0,601;Aprovado
3134103;4681;Itueta;ITUETA;MG;Minas Gerais;6063;0;SE;0,635;0,825;0,485;0,64;Aprovado
3134202;4683;Ituiutaba;ITUIUTABA;MG;Minas Gerais;105255;0;SE;0,739;0,84;0,644;0,745;Aprovado
