COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;POP_EST_2020;CAPITAL;REGIAO;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE;SITUACAO
5200050;1050;Abadia de Goiás;ABADIA DE GOIAS;GO;Goiás;8958;0;CO;0,708;0,83;0,622;0,687;Não Cadastrado
3100104;4001;Abadia dos Dourados;ABADIA DOS DOURADOS;MG;Minas Gerais;7006;0;SE;0,689;0,839;0,563;0,693;Aprovado
5200100;9201;Abadiânia;ABADIANIA;GO;Goiás;20461;0;CO;0,689;0,841;0,579;0,671;Não Cadastrado
3100203;4003;Abaeté;ABAETE;MG;Minas Gerais;23250;0;SE;0,698;0,848;0,556;0,72;Aprovado
1500107;401;Abaetetuba;ABAETETUBA;PA;Pará;159080;0;N;0,628;0,798;0,537;0,579;Aprovado
2300101;1301;Abaiara;ABAIARA;CE;Ceará;11853;0;NE;0,628;0,748;0,612;0,54;Aprovado
2900108;3301;Abaíra;ABAIRA;BA;Bahia;8710;0;NE;0,603;0,746;0,51;0,577;Aprovado
2900207;3303;Abaré;ABARE;BA;Bahia;20347;0;NE;0,575;0,776;0,46;0,533;Aprovado
4100103;7401;Abatiá;ABATIA;PR;Paraná;7408;0;S;0,687;0,804;0,596;0,676;Aprovado
4200051;9939;Abdon Batista;ABDON BATISTA;SC;Santa Catarina;2548;0;S;0,694;0,812;0,625;0,66;Aprovado
1500131;375;Abel Figueiredo;ABEL FIGUEIREDO;PA;Pará;7486;0;N;0,622;0,8;0,481;0,625;Aprovado
4200101;8001;Abelardo Luz;ABELARDO LUZ;SC;Santa Catarina;17960;0;S;0,696;0,852;0,578;0,684;Aprovado
3100302;4005;Abre Campo;ABRE CAMPO;MG;Minas Gerais;13444;0;SE;0,654;0,823;0,525;0,646;Aprovado
2600054;2631;Abreu e Lima;ABREU E LIMA;PE;Pernambuco;100346;0;NE;0,679;0,791;0,632;0,625;Aprovado
1700251;337;Abreulândia;ABREULANDIA;TO;Tocantins;2594;0;N;0,665;0,835;0,502;0,7;Aprovado
3100401;4007;Acaiaca;ACAIACA;MG;Minas Gerais;3994;0;SE;0,63;0,823;0,499;0,61;Aprovado
2100055;961;Açailândia;ACAILANDIA;MA;Maranhão;113121;0;NE;0,672;0,785;0,602;0,643;Aprovado
2900306;3305;Acajutiba;ACAJUTIBA;BA;Bahia;15187;0;NE;0,582;0,723;0,487;0,56;Aprovado
1500206;403;Acará;ACARA;PA;Pará;55669;0;N;0,506;0,757;0,332;0,517;Não Cadastrado
2300150;1231;Acarape;ACARAPE;CE;Ceará;15036;0;NE;0,606;0,709;0,562;0,559;Aprovado
2300200;1303;Acaraú;ACARAU;CE;Ceará;63104;0;NE;0,601;0,758;0,517;0,554;Aprovado
2400109;1601;Acari;ACARI;RN;Rio Grande do Norte;11121;0;NE;0,679;0,779;0,634;0,633;Aprovado
2200053;266;Acauã;ACAUA;PI;Piauí;7102;0;NE;0,528;0,692;0,411;0,517;Aprovado
4300034;1118;Aceguá;ACEGUA;RS;Rio Grande do Sul;4942;0;S;0,687;0,852;0,541;0,703;Aprovado
2300309;1305;Acopiara;ACOPIARA;CE;Ceará;54481;0;NE;0,595;0,724;0,517;0,563;Aprovado
5100102;9001;Acorizal;ACORIZAL;MT;Mato Grosso;5334;0;CO;0,628;0,816;0,51;0,594;Não Cadastrado
1200013;643;Acrelândia;ACRELANDIA;AC;Acre;15490;0;N;0,604;0,808;0,466;0,584;Aprovado
5200134;9645;Acreúna;ACREUNA;GO;Goiás;22546;0;CO;0,686;0,822;0,553;0,71;Aprovado
2400208;1603;Açu;ACU;RN;Rio Grande do Norte;58384;0;NE;0,661;0,795;0,568;0,641;Aprovado
3100500;4009;Açucena;ACUCENA;MG;Minas Gerais;9368;0;SE;0,61;0,844;0,451;0,595;Aprovado
3500105;6101;Adamantina;ADAMANTINA;SP;São Paulo;35111;0;SE;0,79;0,852;0,75;0,772;Aprovado
5200159;9769;Adelândia;ADELANDIA;GO;Goiás;2516;0;CO;0,702;0,836;0,622;0,664;Aprovado
3500204;6103;Adolfo;ADOLFO;SP;São Paulo;3554;0;SE;0,73;0,844;0,648;0,71;Não Cadastrado
4100202;7403;Adrianópolis;ADRIANOPOLIS;PR;Paraná;5857;0;S;0,667;0,817;0,563;0,644;Não Cadastrado
2900355;3253;Adustina;ADUSTINA;BA;Bahia;17126;0;NE;0,546;0,718;0,432;0,526;Aprovado
2600104;2301;Afogados da Ingazeira;AFOGADOS DA INGAZEIRA;PE;Pernambuco;37404;0;NE;0,657;0,807;0,565;0,623;Aprovado
2400307;1605;Afonso Bezerra;AFONSO BEZERRA;RN;Rio Grande do Norte;11029;0;NE;0,585;0,713;0,502;0,56;Aprovado
3200102;5601;Afonso Cláudio;AFONSO CLAUDIO;ES;Espírito Santo;30455;0;SE;0,667;0,825;0,544;0,661;Aprovado
2100105;701;Afonso Cunha;AFONSO CUNHA;MA;Maranhão;6578;0;NE;0,529;0,725;0,434;0,471;Rejeitado
2600203;2303;Afrânio;AFRANIO;PE;Pernambuco;19810;0;NE;0,588;0,761;0,493;0,542;Aprovado
1500305;405;Afuá;AFUA;PA;Pará;39567;0;N;0,489;0,774;0,311;0,485;Aprovado
2600302;2305;Agrestina;AGRESTINA;PE;Pernambuco;25065;0;NE;0,592;0,76;0,47;0,581;Aprovado
2200103;1001;Agricolândia;AGRICOLANDIA;PI;Piauí;5131;0;NE;0,599;0,742;0,526;0,55;Aprovado
4200200;8003;Agrolândia;AGROLANDIA;SC;Santa Catarina;11013;0;S;0,725;0,827;0,633;0,727;Aprovado
4200309;8005;Agronômica;AGRONOMICA;SC;Santa Catarina;5509;0;S;0,741;0,884;0,595;0,774;Aprovado
1500347;383;Água Azul do Norte;AGUA AZUL DO NORTE;PA;Pará;27615;0;N;0,564;0,797;0,399;0,563;Aprovado
3100609;4011;Água Boa;AGUA BOA;MG;Minas Gerais;13523;0;SE;0,576;0,799;0,403;0,594;Aprovado
5100201;9191;Água Boa;AGUA BOA;MT;Mato Grosso;26204;0;CO;0,729;0,829;0,646;0,723;Aprovado
2200202;1003;Água Branca;AGUA BRANCA;PI;Piauí;17470;0;NE;0,639;0,763;0,569;0,6;Aprovado
2500106;1901;Água Branca;AGUA BRANCA;PB;Paraíba;10306;0;NE;0,572;0,712;0,484;0,542;Aprovado
2700102;2701;Água Branca;AGUA BRANCA;AL;Alagoas;20230;0;NE;0,549;0,728;0,432;0,527;Aprovado
5000203;9003;Água Clara;AGUA CLARA;MS;Mato Grosso do Sul;15776;0;CO;0,67;0,823;0,518;0,705;Em Análise
3100708;4013;Água Comprida;AGUA COMPRIDA;MG;Minas Gerais;1992;0;SE;0,675;0,86;0,498;0,719;Não Cadastrado
4200408;8007;Água Doce;AGUA DOCE;SC;Santa Catarina;7152;0;S;0,698;0,82;0,574;0,724;Aprovado
2100154;104;Água Doce do Maranhão;AGUA DOCE DO MARANHAO;MA;Maranhão;12652;0;NE;0,5;0,697;0,363;0,494;Não Cadastrado
3200169;5717;Água Doce do Norte;AGUA DOCE DO NORTE;ES;Espírito Santo;10909;0;SE;0,652;0,819;0,546;0,619;Aprovado
2900405;3307;Água Fria;AGUA FRIA;BA;Bahia;17033;0;NE;0,55;0,747;0,422;0,529;Em Cadastro
5200175;9771;Água Fria de Goiás;AGUA FRIA DE GOIAS;GO;Goiás;5793;0;CO;0,671;0,817;0,55;0,672;Não Cadastrado
5200209;9203;Água Limpa;AGUA LIMPA;GO;Goiás;1830;0;CO;0,722;0,821;0,663;0,691;Não Cadastrado
2400406;1607;Água Nova;AGUA NOVA;RN;Rio Grande do Norte;3272;0;NE;0,616;0,776;0,572;0,527;Aprovado
2600401;2307;Água Preta;AGUA PRETA;PE;Pernambuco;37082;0;NE;0,553;0,761;0,432;0,514;Aprovado
4300059;8499;Água Santa;AGUA SANTA;RS;Rio Grande do Sul;3743;0;S;0,75;0,85;0,59;0,84;Aprovado
3500303;6105;Aguaí;AGUAI;SP;São Paulo;36648;0;SE;0,715;0,858;0,606;0,703;Aprovado
3100807;4015;Aguanil;AGUANIL;MG;Minas Gerais;4522;0;SE;0,663;0,845;0,513;0,672;Não Cadastrado
2600500;2309;Águas Belas;AGUAS BELAS;PE;Pernambuco;43686;0;NE;0,526;0,691;0,385;0,546;Aprovado
3500402;6107;Águas da Prata;AGUAS DA PRATA;SP;São Paulo;8221;0;SE;0,781;0,886;0,716;0,75;Aprovado
4200507;8009;Águas de Chapecó;AGUAS DE CHAPECO;SC;Santa Catarina;6515;0;S;0,713;0,811;0,629;0,712;Não Cadastrado
3500501;6109;Águas de Lindóia;AGUAS DE LINDOIA;SP;São Paulo;18808;0;SE;0,745;0,846;0,675;0,725;Aprovado
3500550;7019;Águas de Santa Bárbara;AGUAS DE SANTA BARBARA;SP;São Paulo;6109;0;SE;0,757;0,84;0,695;0,744;Aprovado
3500600;6111;Águas de São Pedro;AGUAS DE SAO PEDRO;SP;São Paulo;3521;0;SE;0,854;0,89;0,825;0,849;Aprovado
3100906;4017;Águas Formosas;AGUAS FORMOSAS;MG;Minas Gerais;19247;0;SE;0,645;0,811;0,531;0,624;Aprovado
4200556;5577;Águas Frias;AGUAS FRIAS;SC;Santa Catarina;2354;0;S;0,745;0,86;0,661;0,728;Aprovado
5200258;1052;Águas Lindas de Goiás;AGUAS LINDAS DE GOIAS;GO;Goiás;217698;0;CO;0,686;0,848;0,588;0,647;Aprovado
4200606;8011;Águas Mornas;AGUAS MORNAS;SC;Santa Catarina;6559;0;S;0,723;0,853;0,606;0,731;Aprovado
3101003;4019;Águas Vermelhas;AGUAS VERMELHAS;MG;Minas Gerais;13599;0;SE;0,601;0,808;0,458;0,586;Aprovado
4300109;8501;Agudo;AGUDO;RS;Rio Grande do Sul;16401;0;S;0,694;0,847;0,524;0,752;Aprovado
3500709;6113;Agudos;AGUDOS;SP;São Paulo;37401;0;SE;0,745;0,845;0,694;0,705;Aprovado
4100301;7405;Agudos do Sul;AGUDOS DO SUL;PR;Paraná;9470;0;S;0,66;0,79;0,543;0,671;Não Cadastrado
3200136;5733;Águia Branca;AGUIA BRANCA;ES;Espírito Santo;9631;0;SE;0,678;0,792;0,595;0,66;Aprovado
2500205;1903;Aguiar;AGUIAR;PB;Paraíba;5630;0;NE;0,597;0,753;0,447;0,632;Aprovado
1700301;72;Aguiarnópolis;AGUIARNOPOLIS;TO;Tocantins;6892;0;N;0,657;0,804;0,571;0,618;Aprovado
3101102;4021;Aimorés;AIMORES;MG;Minas Gerais;25141;0;SE;0,684;0,81;0,576;0,685;Aprovado
2900603;3311;Aiquara;AIQUARA;BA;Bahia;4416;0;NE;0,583;0,733;0,471;0,573;Aprovado
2300408;1307;Aiuaba;AIUABA;CE;Ceará;17493;0;NE;0,569;0,749;0,474;0,518;Aprovado
3101201;4023;Aiuruoca;AIURUOCA;MG;Minas Gerais;5976;0;SE;0,668;0,871;0,505;0,677;Não Cadastrado
4300208;8503;Ajuricaba;AJURICABA;RS;Rio Grande do Sul;6987;0;S;0,753;0,85;0,658;0,763;Aprovado
3101300;4025;Alagoa;ALAGOA;MG;Minas Gerais;2665;0;SE;0,649;0,832;0,518;0,634;Não Cadastrado
2500304;1905;Alagoa Grande;ALAGOA GRANDE;PB;Paraíba;28439;0;NE;0,582;0,797;0,43;0,576;Aprovado
2500403;1907;Alagoa Nova;ALAGOA NOVA;PB;Paraíba;20921;0;NE;0,576;0,749;0,451;0,567;Aprovado
2500502;1909;Alagoinha;ALAGOINHA;PB;Paraíba;14560;0;NE;0,595;0,795;0,462;0,574;Aprovado
2600609;2311;Alagoinha;ALAGOINHA;PE;Pernambuco;14718;0;NE;0,599;0,801;0,472;0,569;Aprovado
2200251;9767;Alagoinha do Piauí;ALAGOINHA DO PIAUI;PI;Piauí;7665;0;NE;0,531;0,716;0,391;0,535;Aprovado
2900702;3313;Alagoinhas;ALAGOINHAS;BA;Bahia;152327;0;NE;0,683;0,79;0,592;0,681;Aprovado
3500758;2995;Alambari;ALAMBARI;SP;São Paulo;6129;0;SE;0,712;0,805;0,658;0,682;Aprovado
3101409;4027;Albertina;ALBERTINA;MG;Minas Gerais;3011;0;SE;0,673;0,813;0,549;0,684;Aprovado
2100204;703;Alcântara;ALCANTARA;MA;Maranhão;22112;0;NE;0,573;0,753;0,475;0,525;Não Cadastrado
2300507;1309;Alcântaras;ALCANTARAS;CE;Ceará;11781;0;NE;0,6;0,751;0,524;0,549;Aprovado
2500536;440;Alcantil;ALCANTIL;PB;Paraíba;5509;0;NE;0,578;0,765;0,458;0,55;Aprovado
5000252;141;Alcinópolis;ALCINOPOLIS;MS;Mato Grosso do Sul;5417;0;CO;0,711;0,858;0,572;0,733;Não Cadastrado
2900801;3315;Alcobaça;ALCOBACA;BA;Bahia;22490;0;NE;0,608;0,771;0,476;0,611;Aprovado
2100303;705;Aldeias Altas;ALDEIAS ALTAS;MA;Maranhão;26757;0;NE;0,513;0,72;0,374;0,5;Não Cadastrado
4300307;8505;Alecrim;ALECRIM;RS;Rio Grande do Sul;5827;0;S;0,672;0,852;0,522;0,683;Aprovado
3200201;5603;Alegre;ALEGRE;ES;Espírito Santo;29975;0;SE;0,721;0,839;0,63;0,708;Aprovado
4300406;8507;Alegrete;ALEGRETE;RS;Rio Grande do Sul;73028;0;S;0,74;0,849;0,664;0,72;Aprovado
2200277;2269;Alegrete do Piauí;ALEGRETE DO PIAUI;PI;Piauí;4918;0;NE;0,585;0,749;0,475;0,564;Aprovado
4300455;8497;Alegria;ALEGRIA;RS;Rio Grande do Sul;3374;0;S;0,695;0,818;0,572;0,717;Aprovado
3101508;4029;Além Paraíba;ALEM PARAIBA;MG;Minas Gerais;35401;0;SE;0,726;0,857;0,626;0,713;Aprovado
1500404;407;Alenquer;ALENQUER;PA;Pará;57092;0;N;0,564;0,779;0,436;0,529;Aprovado
2400505;1609;Alexandria;ALEXANDRIA;RN;Rio Grande do Norte;13553;0;NE;0,606;0,779;0,491;0,581;Aprovado
5200308;9205;Alexânia;ALEXANIA;GO;Goiás;28010;0;CO;0,682;0,841;0,568;0,664;Aprovado
3101607;4031;Alfenas;ALFENAS;MG;Minas Gerais;80494;0;SE;0,761;0,841;0,712;0,737;Aprovado
3200300;5605;Alfredo Chaves;ALFREDO CHAVES;ES;Espírito Santo;14636;0;SE;0,71;0,832;0,611;0,703;Aprovado
3500808;6115;Alfredo Marcondes;ALFREDO MARCONDES;SP;São Paulo;4184;0;SE;0,741;0,84;0,71;0,682;Não Cadastrado
3101631;2681;Alfredo Vasconcelos;ALFREDO VASCONCELOS;MG;Minas Gerais;6981;0;SE;0,675;0,834;0,587;0,629;Não Cadastrado
4200705;8013;Alfredo Wagner;ALFREDO WAGNER;SC;Santa Catarina;10086;0;S;0,668;0,882;0,481;0,702;Aprovado
2500577;442;Algodão de Jandaíra;ALGODAO DE JANDAIRA;PB;Paraíba;2577;0;NE;0,548;0,749;0,413;0,532;Não Cadastrado
2500601;1911;Alhandra;ALHANDRA;PB;Paraíba;19727;0;NE;0,582;0,778;0,465;0,544;Aprovado
2600708;2313;Aliança;ALIANCA;PE;Pernambuco;38397;0;NE;0,604;0,799;0,488;0,565;Aprovado
1700350;9441;Aliança do Tocantins;ALIANCA DO TOCANTINS;TO;Tocantins;5346;0;N;0,663;0,801;0,596;0,61;Aprovado
2900900;3317;Almadina;ALMADINA;BA;Bahia;5366;0;NE;0,563;0,751;0,421;0,563;Em Análise
1700400;9207;Almas;ALMAS;TO;Tocantins;6979;0;N;0,636;0,796;0,524;0,616;Aprovado
1500503;409;Almeirim;ALMEIRIM;PA;Pará;34076;0;N;0,642;0,809;0,497;0,659;Aprovado
3101706;4033;Almenara;ALMENARA;MG;Minas Gerais;42143;0;SE;0,642;0,803;0,518;0,636;Aprovado
2400604;1611;Almino Afonso;ALMINO AFONSO;RN;Rio Grande do Norte;4710;0;NE;0,624;0,739;0,568;0,578;Aprovado
4100400;7407;Almirante Tamandaré;ALMIRANTE TAMANDARE;PR;Paraná;120041;0;S;0,699;0,84;0,575;0,706;Aprovado
4300471;1120;Almirante Tamandaré do Sul;ALMIRANTE TAMANDARE DO SUL;RS;Rio Grande do Sul;1949;0;S;0,74;0,828;0,669;0,732;Aprovado
5200506;9209;Aloândia;ALOANDIA;GO;Goiás;1986;0;CO;0,697;0,834;0,585;0,694;Não Cadastrado
3101805;4035;Alpercata;ALPERCATA;MG;Minas Gerais;7436;0;SE;0,646;0,824;0,521;0,629;Não Cadastrado
4300505;8509;Alpestre;ALPESTRE;RS;Rio Grande do Sul;6067;0;S;0,671;0,795;0,543;0,7;Aprovado
3101904;4037;Alpinópolis;ALPINOPOLIS;MG;Minas Gerais;19958;0;SE;0,725;0,862;0,629;0,703;Aprovado
5100250;8987;Alta Floresta;ALTA FLORESTA;MT;Mato Grosso;51959;0;CO;0,714;0,817;0,629;0,709;Aprovado
1100015;33;Alta Floresta D'Oeste;ALTA FLORESTA DOESTE;RO;Rondônia;22728;0;N;0,641;0,763;0,526;0,657;Não Cadastrado
3500907;6117;Altair;ALTAIR;SP;São Paulo;4186;0;SE;0,687;0,8;0,581;0,698;Não Cadastrado
1500602;411;Altamira;ALTAMIRA;PA;Pará;115969;0;N;0,665;0,811;0,548;0,662;Aprovado
2100402;707;Altamira do Maranhão;ALTAMIRA DO MARANHAO;MA;Maranhão;8189;0;NE;0,549;0,719;0,473;0,486;Não Cadastrado
4100459;8455;Altamira do Paraná;ALTAMIRA DO PARANA;PR;Paraná;1682;0;S;0,667;0,78;0,571;0,667;Aprovado
2300606;1311;Altaneira;ALTANEIRA;CE;Ceará;7650;0;NE;0,602;0,774;0,515;0,547;Aprovado
3102001;4039;Alterosa;ALTEROSA;MG;Minas Gerais;14517;0;SE;0,668;0,847;0,536;0,657;Aprovado
2600807;2315;Altinho;ALTINHO;PE;Pernambuco;22984;0;NE;0,598;0,792;0,482;0,559;Aprovado
3501004;6119;Altinópolis;ALTINOPOLIS;SP;São Paulo;16203;0;SE;0,73;0,843;0,635;0,726;Não Cadastrado
1400050;305;Alto Alegre;ALTO ALEGRE;RR;Roraima;15380;0;N;0,542;0,813;0,379;0,518;Não Cadastrado
3501103;6121;Alto Alegre;ALTO ALEGRE;SP;São Paulo;4088;0;SE;0,7;0,817;0,616;0,683;Não Cadastrado
4300554;8495;Alto Alegre;ALTO ALEGRE;RS;Rio Grande do Sul;1613;0;S;0,747;0,859;0,642;0,756;Não Cadastrado
2100436;106;Alto Alegre do Maranhão;ALTO ALEGRE DO MARANHAO;MA;Maranhão;27858;0;NE;0,554;0,744;0,444;0,516;Aprovado
2100477;108;Alto Alegre do Pindaré;ALTO ALEGRE DO PINDARE;MA;Maranhão;31943;0;NE;0,558;0,774;0,483;0,465;Aprovado
1100379;2;Alto Alegre dos Parecis;ALTO ALEGRE DOS PARECIS;RO;Rondônia;13255;0;N;0,592;0,777;0,443;0,603;Em Cadastro
5100300;9005;Alto Araguaia;ALTO ARAGUAIA;MT;Mato Grosso;19385;0;CO;0,704;0,802;0,612;0,712;Aprovado
4200754;886;Alto Bela Vista;ALTO BELA VISTA;SC;Santa Catarina;1926;0;S;0,755;0,882;0,664;0,734;Aprovado
5100359;127;Alto Boa Vista;ALTO BOA VISTA;MT;Mato Grosso;6936;0;CO;0,651;0,803;0,561;0,613;Aprovado
3102050;564;Alto Caparaó;ALTO CAPARAO;MG;Minas Gerais;5894;0;SE;0,661;0,842;0,514;0,666;Não Cadastrado
2400703;1613;Alto do Rodrigues;ALTO DO RODRIGUES;RN;Rio Grande do Norte;14728;0;NE;0,672;0,8;0,585;0,647;Aprovado
4300570;6045;Alto Feliz;ALTO FELIZ;RS;Rio Grande do Sul;3036;0;S;0,734;0,886;0,603;0,74;Aprovado
5100409;9007;Alto Garças;ALTO GARCAS;MT;Mato Grosso;12151;0;CO;0,701;0,835;0,583;0,707;Aprovado
5200555;85;Alto Horizonte;ALTO HORIZONTE;GO;Goiás;6605;0;CO;0,719;0,841;0,624;0,709;Em Complementação
3153509;5069;Alto Jequitibá;ALTO JEQUITIBA;MG;Minas Gerais;8301;0;SE;0,66;0,787;0,554;0,66;Não Cadastrado
2200301;1005;Alto Longá;ALTO LONGA;PI;Piauí;14339;0;NE;0,585;0,751;0,47;0,567;Aprovado
5100508;9009;Alto Paraguai;ALTO PARAGUAI;MT;Mato Grosso;11473;0;CO;0,638;0,784;0,541;0,612;Aprovado
1100403;675;Alto Paraíso;ALTO PARAISO;RO;Rondônia;21847;0;N;0,625;0,804;0,457;0,664;Não Cadastrado
4128625;5523;Alto Paraíso;ALTO PARAISO;PR;Paraná;2685;0;S;0,678;0,829;0,556;0,677;Em Cadastro
5200605;9211;Alto Paraíso de Goiás;ALTO PARAISO DE GOIAS;GO;Goiás;7688;0;CO;0,713;0,819;0,611;0,723;Aprovado
4100608;7409;Alto Paraná;ALTO PARANA;PR;Paraná;14859;0;S;0,696;0,846;0,587;0,679;Aprovado
2100501;709;Alto Parnaíba;ALTO PARNAIBA;MA;Maranhão;11212;0;NE;0,633;0,785;0,474;0,683;Não Cadastrado
4100707;7411;Alto Piquiri;ALTO PIQUIRI;PR;Paraná;9778;0;S;0,676;0,798;0,578;0,669;Aprovado
3102100;4041;Alto Rio Doce;ALTO RIO DOCE;MG;Minas Gerais;10859;0;SE;0,62;0,828;0,483;0,595;Aprovado
3200359;5719;Alto Rio Novo;ALTO RIO NOVO;ES;Espírito Santo;7874;0;SE;0,664;0,815;0,567;0,634;Aprovado
2300705;1313;Alto Santo;ALTO SANTO;CE;Ceará;17196;0;NE;0,601;0,774;0,499;0,563;Aprovado
5100607;9911;Alto Taquari;ALTO TAQUARI;MT;Mato Grosso;11133;0;CO;0,705;0,833;0,571;0,736;Não Cadastrado
4100509;7951;Altônia;ALTONIA;PR;Paraná;22176;0;S;0,721;0,848;0,641;0,69;Em Cadastro
2200400;1007;Altos;ALTOS;PI;Piauí;40605;0;NE;0,614;0,767;0,512;0,59;Aprovado
3501152;3065;Alumínio;ALUMINIO;SP;São Paulo;18767;0;SE;0,766;0,841;0,732;0,729;Aprovado
1300029;289;Alvarães;ALVARAES;AM;Amazonas;16220;0;N;0,527;0,778;0,377;0,499;Não Cadastrado
3102209;4043;Alvarenga;ALVARENGA;MG;Minas Gerais;3844;0;SE;0,592;0,798;0,441;0,589;Aprovado
3501202;6123;Álvares Florence;ALVARES FLORENCE;SP;São Paulo;3647;0;SE;0,728;0,806;0,683;0,701;Não Cadastrado
3501301;6125;Álvares Machado;ALVARES MACHADO;SP;São Paulo;24998;0;SE;0,758;0,834;0,732;0,712;Aprovado
3501400;6127;Álvaro de Carvalho;ALVARO DE CARVALHO;SP;São Paulo;5274;0;SE;0,688;0,805;0,605;0,669;Aprovado
3501509;6129;Alvinlândia;ALVINLANDIA;SP;São Paulo;3237;0;SE;0,722;0,791;0,659;0,721;Aprovado
3102308;4045;Alvinópolis;ALVINOPOLIS;MG;Minas Gerais;15169;0;SE;0,676;0,822;0,577;0,651;Aprovado
1700707;9213;Alvorada;ALVORADA;TO;Tocantins;8396;0;N;0,708;0,843;0,623;0,677;Aprovado
4300604;8511;Alvorada;ALVORADA;RS;Rio Grande do Sul;211352;0;S;0,699;0,874;0,564;0,694;Não Cadastrado
3102407;4047;Alvorada de Minas;ALVORADA DE MINAS;MG;Minas Gerais;3605;0;SE;0,572;0,794;0,414;0,57;Não Cadastrado
2200459;268;Alvorada do Gurguéia;ALVORADA DO GURGUEIA;PI;Piauí;5445;0;NE;0,578;0,749;0,496;0,52;Não Cadastrado
5200803;9215;Alvorada do Norte;ALVORADA DO NORTE;GO;Goiás;8705;0;CO;0,66;0,819;0,548;0,64;Aprovado
4100806;7413;Alvorada do Sul;ALVORADA DO SUL;PR;Paraná;11503;0;S;0,708;0,826;0,617;0,695;Aprovado
1100346;35;Alvorada D'Oeste;ALVORADA DOESTE;RO;Rondônia;14106;0;N;0,643;0,763;0,534;0,654;Não Cadastrado
1400027;26;Amajari;AMAJARI;RR;Roraima;13185;0;N;0,484;0,815;0,319;0,437;Não Cadastrado
5000609;9011;Amambai;AMAMBAI;MS;Mato Grosso do Sul;39826;0;CO;0,673;0,818;0,546;0,683;Aprovado
1600105;601;Amapá;AMAPA;AP;Amapá;9187;0;N;0,642;0,79;0,532;0,631;Aprovado
2100550;110;Amapá do Maranhão;AMAPA DO MARANHAO;MA;Maranhão;7005;0;NE;0,52;0,688;0,406;0,503;Aprovado
4100905;7415;Amaporã;AMAPORA;PR;Paraná;6332;0;S;0,669;0,785;0,591;0,644;Aprovado
2600906;2317;Amaraji;AMARAJI;PE;Pernambuco;22870;0;NE;0,58;0,748;0,454;0,575;Aprovado
4300638;8493;Amaral Ferrador;AMARAL FERRADOR;RS;Rio Grande do Sul;7085;0;S;0,624;0,802;0,457;0,664;Rejeitado
5200829;1054;Amaralina;AMARALINA;GO;Goiás;3845;0;CO;0,609;0,813;0,489;0,569;Não Cadastrado
2200509;1009;Amarante;AMARANTE;PI;Piauí;17604;0;NE;0,598;0,75;0,497;0,574;Aprovado
2100600;711;Amarante do Maranhão;AMARANTE DO MARANHAO;MA;Maranhão;41729;0;NE;0,555;0,716;0,441;0,541;Aprovado
2901007;3319;Amargosa;AMARGOSA;BA;Bahia;37441;0;NE;0,625;0,807;0,492;0,616;Aprovado
1300060;291;Amaturá;AMATURA;AM;Amazonas;11736;0;N;0,56;0,773;0,455;0,499;Aprovado
2901106;3321;Amélia Rodrigues;AMELIA RODRIGUES;BA;Bahia;25048;0;NE;0,666;0,81;0,6;0,609;Aprovado
2901155;3071;América Dourada;AMERICA DOURADA;BA;Bahia;16090;0;NE;0,561;0,751;0,464;0,506;Aprovado
3501608;6131;Americana;AMERICANA;SP;São Paulo;242018;0;SE;0,811;0,876;0,76;0,8;Aprovado
5200852;9661;Americano do Brasil;AMERICANO DO BRASIL;GO;Goiás;6164;0;CO;0,7;0,813;0,631;0,669;Aprovado
3501707;6133;Américo Brasiliense;AMERICO BRASILIENSE;SP;São Paulo;41032;0;SE;0,751;0,852;0,701;0,709;Aprovado
3501806;6135;Américo de Campos;AMERICO DE CAMPOS;SP;São Paulo;5981;0;SE;0,745;0,817;0,708;0,715;Em Complementação
4300646;5969;Ametista do Sul;AMETISTA DO SUL;RS;Rio Grande do Sul;7403;0;S;0,682;0,809;0,562;0,697;Não Cadastrado
2300754;1587;Amontada;AMONTADA;CE;Ceará;43829;0;NE;0,606;0,761;0,582;0,503;Aprovado
5200902;9217;Amorinópolis;AMORINOPOLIS;GO;Goiás;3069;0;CO;0,681;0,813;0,579;0,672;Em Cadastro
2500734;444;Amparo;AMPARO;PB;Paraíba;2251;0;NE;0,606;0,752;0,551;0,537;Aprovado
3501905;6137;Amparo;AMPARO;SP;São Paulo;72677;0;SE;0,785;0,871;0,711;0,78;Aprovado
2800100;3101;Amparo de São Francisco;AMPARO DE SAO FRANCISCO;SE;Sergipe;2380;0;NE;0,611;0,728;0,55;0,569;Aprovado
3102506;4049;Amparo do Serra;AMPARO DO SERRA;MG;Minas Gerais;4678;0;SE;0,641;0,811;0,528;0,616;Não Cadastrado
4101002;7417;Ampére;AMPERE;PR;Paraná;19311;0;S;0,709;0,824;0,62;0,699;Aprovado
2700201;2703;Anadia;ANADIA;AL;Alagoas;17526;0;NE;0,568;0,756;0,444;0,546;Aprovado
2901205;3323;Anagé;ANAGE;BA;Bahia;21607;0;NE;0,54;0,771;0,371;0,549;Aprovado
4101051;5463;Anahy;ANAHY;PR;Paraná;2788;0;S;0,695;0,844;0,593;0,671;Não Cadastrado
1500701;413;Anajás;ANAJAS;PA;Pará;29688;0;N;0,484;0,774;0,29;0,506;Aprovado
