UF;MUNICIPIOS;TRANSFERIDO;SALDO_CONTA;PORCENT_SALDO;PORCENT_EXECUTADO
BA;CRISTOPOLIS;124326.19;65771.53;0.5290239329299804;0.4709760670700196
GO;CRIXAS;136119.83;32.16;0.00023626241672502823;0.999763737583275
TO;CRIXAS DO TOCANTINS;29858.77;30061.64;10.067.943.187.210.900;0
CE;CROATA;156515.06;72.96;0.00046615322512734555;0.9995338467748727
GO;CROMINIA;43514.17;43810.24;10.068.039.905.161.900;0
MG;CRUCILANDIA;54687.47;10.87;0.00019876582332296593;0.999801234176677
CE;CRUZ;204032.66;7125.51;0.03492337942366678;0.9650766205763333
RS;CRUZ ALTA;438613.88;230235.23;0.52491551338959;0.47508448661041003
BA;CRUZ DAS ALMAS;468834.86;51316.95;0.10945634460713949;0.8905436553928605
PB;CRUZ DO ESPIRITO SANTO;150303.03;4.5;0.000029939516189394186;0.9999700604838107
PR;CRUZ MACHADO;161154.1;162250;10.068.003.234.171.500;0
SP;CRUZALIA;36295.37;36535.39;10.066.129.646.839.200;0
SP;CRUZEIRO;583670.09;3712.12;0.006359962697420387;0.9936400373025797
MG;CRUZEIRO DA FORTALEZA;46648.73;26181.71;0.5612523642122732;0.4387476357877268
PR;CRUZEIRO DO IGUACU;51448.06;28231.44;0.5487367259329118;0.4512632740670882
PR;CRUZEIRO DO OESTE;173851.65;0.1;5,75E+08;0.9999994247969461
AC;CRUZEIRO DO SUL;580917.57;4097.29;0.007053134922395273;0.9929468650776048
PR;CRUZEIRO DO SUL;52686.6;18.51;0.00035132272722096324;0.9996486772727791
RS;CRUZEIRO DO SUL;101947.81;0;0;1
RN;CRUZETA;71397.01;2027.53;0.028397967926107832;0.9716020320738922
SP;CUBATAO;892997.36;273.12;0.0003058463689075184;0.9996941536310925
PB;CUBATI;70227.95;249.24;0.0035490143169493063;0.9964509856830507
PB;CUITE;167539.24;8611.38;0.0513991826631182;0.9486008173368818
PB;CUITE DE MAMANGUAPE;61983.14;2064.96;0.033314865945803976;0.966685134054196
PB;CUITEGI;64552.88;19.99;0.0003096686003784804;0.9996903313996215
PE;CUMARU;98266.4;1039.19;0.010575232225867643;0.9894247677741324
SP;CUNHA;171938.76;49;0.0002849851889126105;0.9997150148110874
SC;CUNHA PORA;92244.74;0;0;1
SC;CUNHATAI;32915.05;0;0;1
PE;CUPIRA;201000;63.18;0.00031432835820895523;0.999685671641791
BA;CURACA;269968.79;120.66;0.0004469405519060185;0.999553059448094
PI;CURIMATA;93472.58;27675;0.2960761327011622;0.7039238672988378
PA;CURIONOPOLIS;142931.68;143902.82;10.067.944.349.356.200;0
SC;CURITIBANOS;292057.29;53430.93;0.1829467430859199;0.81705325691408
PR;CURIUVA;131503.22;42.74;0.0003250110529612887;0.9996749889470387
PI;CURRAIS;49625.8;118.48;0.0023874678090831784;0.9976125321909168
RN;CURRAIS NOVOS;341477.32;116194.14;0.3402689818462907;0.6597310181537093
PI;CURRAL NOVO DO PIAUI;51846.73;5031.12;0.09703832816457277;0.9029616718354272
PA;CURRALINHO;250769.15;75632.29;0.3016012535832258;0.6983987464167742
PI;CURRALINHOS;46708.33;728.24;0.015591223235769723;0.9844087767642303
PA;CURUA;115000;30.73;0.00026721739130434785;0.9997327826086957
PA;CURUCA;289602.55;95.52;0.0003298313498966083;0.9996701686501034
MA;CURURUPU;245867.91;0;0;1
MG;CURVELO;569918.52;3.48;0.000006106136013969155;0.9999938938639861
PE;CUSTODIA;283879.81;285779.9;10.066.932.903.752.400;0
AP;CUTIAS;47000;14.92;0.0003174468085106383;0.9996825531914894
PB;DAMIAO;56143.04;56519.56;10.067.064.412.614.600;0
TO;DARCINOPOLIS;54837.23;34401.01;0.6273294621190749;0.3726705378809251
BA;DARIO MEIRA;97074.45;97734.02;10.067.944.757.863.600;0
RS;DAVID CANABARRO;50648.99;9726.79;0.1920431187275403;0.8079568812724597
GO;DAVINOPOLIS;35566.61;7.42;0.0002086226379179798;0.999791377362082
MA;DAVINOPOLIS;103298.11;26.65;0.00025799116750538804;0.9997420088324946
MG;DELFIM MOREIRA;71764.07;13.78;0.00019201809484885679;0.9998079819051512
MG;DELFINOPOLIS;66562.87;39495.03;0.5933492651383572;0.4066507348616428
AL;DELMIRO GOUVEIA;397553.48;83493.88;0.21001924068178202;0.789980759318218
MG;DELTA;94731.07;12.14;0.00012815225247640505;0.9998718477475236
PI;DEMERVAL LOBAO;114455.44;92.63;0.0008093105928385754;0.9991906894071614
MT;DENISE;74400.87;74892.87;10.066.128.258.984.000;0
MS;DEODAPOLIS;108050.91;78251.98;0.7242139839451606;0.27578601605483943
CE;DEPUTADO IRAPUAN PINHEIRO;81646.78;82193.45;10.066.955.488.018.000;0
RS;DERRUBADAS;39601.2;39868.08;10.067.391.897.215.200;0
SP;DESCALVADO;257733.61;5624.11;0.021821406994609667;0.9781785930053903
SC;DESCANSO;68815.3;9.04;0.000131366135147271;0.9998686338648527
PB;DESTERRO;73081.91;10.62;0.00014531639909247032;0.9998546836009076
MG;DESTERRO DO MELO;42509.22;8.41;0.00019783943342173768;0.9998021605665782
RS;DEZESSEIS DE NOVEMBRO;37443.1;37692.77;1.006.667.984.221.390;0
SP;DIADEMA;2622018.16;665995.11;0.25400095245717136;0.7459990475428286
PB;DIAMANTE;63119.84;63543.47;1.006.711.518.913.860;0
PR;DIAMANTE DOESTE;57163.1;0;0;1
MG;DIAMANTINA;358951.26;14980.01;0.0417327132380034;0.9582672867619966
MT;DIAMANTINO;165000;40.15;0.00024333333333333333;0.9997566666666666
TO;DIANOPOLIS;166453.73;95557.17;0.5740764715816221;0.4259235284183779
BA;DIAS DAVILA;579677.74;18926.31;0.03264970981980436;0.9673502901801956
MG;DIOGO DE VASCONCELOS;47653.57;11.21;0.00023523945844980767;0.9997647605415502
MG;DIONISIO;70074.11;70550.64;1.006.800.371.777.820;0
SC;DIONISIO CERQUEIRA;124672.08;22.63;0.00018151618229197747;0.999818483817708
PI;DIRCEU ARCOVERDE;61369.3;95.2;0.0015512642314642663;0.9984487357685358
SE;DIVINA PASTORA;54333.9;17544.62;0.322903748856607;0.677096251143393
MG;DIVINO;165686.04;40.71;0.00024570567321181673;0.9997542943267882
ES;DIVINO DE SAO LOURENCO;49180.63;49509.1;10.066.788.489.696.000;0
MG;DIVINOLANDIA DE MINAS;69171.69;69633.67;10.066.787.438.618.300;0
MG;DIVINOPOLIS;1599726.65;0;0;1
MG;DIVISA ALEGRE;64690.21;38856.27;0.6006514741565996;0.3993485258434004
MG;DIVISA NOVA;60265.48;15.9;0.000263832628562819;0.9997361673714372
MG;DIVISOPOLIS;97506.7;24.78;0.00025413638242295145;0.999745863617577
SP;DOBRADA;75438.52;75942.36;10.066.788.160.743.300;0
SP;DOIS CORREGOS;213023.47;3211.16;0.015074207550933237;0.9849257924490668
RS;DOIS IRMAOS;249427.53;18315.78;0.0734312687937855;0.9265687312062145
RS;DOIS IRMAOS DAS MISSOES;35153.87;25325.56;0.720420255294794;0.27957974470520597
TO;DOIS IRMAOS DO TOCANTINS;61123.2;12629.59;0.20662514397151982;0.7933748560284801
AL;DOIS RIACHOS;99803.34;0;0;1
PR;DOIS VIZINHOS;313548.8;221544.65;0.7065715129510941;0.2934284870489059
BA;DOM BASILIO;105575.64;25807.4;0.24444464651125963;0.7555553534887404
MG;DOM BOSCO;46939.91;47254.71;10.067.064.466.037.500;0
PA;DOM ELISEU;415329.85;418117.37;1.006.711.581.168.550;0
PI;DOM EXPEDITO LOPES;60758.99;6.22;0.00010237168195192185;0.9998976283180481
RS;DOM FELICIANO;127314.87;86.55;0.0006798106144239082;0.9993201893855761
PI;DOM INOCENCIO;75900.13;19.24;0.00025349100192582013;0.9997465089980742
BA;DOM MACEDO COSTA;50114.11;0;0;1
RS;DOM PEDRITO;290346;126611.17;0.4360699648006172;0.5639300351993828
MA;DOM PEDRO;177715.96;0;0;1
ES;DOMINGOS MARTINS;258881.26;72.25;0.00027908547725702507;0.9997209145227429
PI;DOMINGOS MOURAO;46205.91;3891.54;0.08422169371840095;0.9157783062815991
SC;DONA EMMA;45300;0;0;1
MG;DONA EUSEBIA;63468.41;19613.58;0.3090290114404946;0.6909709885595055
PB;DONA INES;93961.82;94600.24;1.006.794.461.835.660;0
MG;DORES DE CAMPOS;83913.52;71.3;0.0008496842940207966;0.9991503157059792
MG;DORES DO INDAIA;120222.24;37329.08;0.3105006195193169;0.689499380480683
ES;DORES DO RIO PRETO;63139.94;63567.95;10.067.787.520.862.300;0
PE;DORMENTES;161952.67;18151.55;0.11207935009654363;0.8879206499034564
SP;DOURADO;75118.8;7638.92;0.10169118782515163;0.8983088121748484
MS;DOURADOS;1494173.75;724092.8;0.4846108426145219;0.5153891573854781
SC;DOUTOR PEDRINHO;44916.05;45221.91;10.068.095.925.621.200;0
RN;DOUTOR SEVERIANO;66133.01;4177.07;0.06316164953024216;0.9368383504697578
GO;DOVERLANDIA;65415.16;12222.67;0.18684766650421705;0.813152333495783
SP;DRACENA;348689.7;21576.27;0.06187813979019168;0.9381218602098084
SP;DUARTINA;103665.83;32.34;0.00031196393257064555;0.9996880360674294
RJ;DUAS BARRAS;94459.72;717.46;0.0075954068040853815;0.9924045931959146
TO;DUERE;46781.36;2.81;0.00006006665902829674;0.9999399333409718
SP;DUMONT;80799.58;16.38;0.0002027238260396898;0.9997972761739603
MA;DUQUE BACELAR;94396.3;95025.72;10.066.678.460.914.200;0
RJ;DUQUE DE CAXIAS;5438926.45;29197.64;0.005368272630346012;0.994631727369654
SP;ECHAPORA;59298.25;59702.68;10.068.202.687.263.100;0
ES;ECOPORANGA;188292.87;189547.08;10.066.609.532.267.400;0
GO;EDEALINA;44730.26;7;0.00015649361304852688;0.9998435063869515
MS;ELDORADO;104791.98;20162.29;0.19240298732784705;0.807597012672153
SP;ELDORADO;129226.88;2284.98;0.01768192499888568;0.9823180750011143
RS;ELDORADO DO SUL;306469.94;1538.92;0.005021438644194599;0.9949785613558054
PI;ELESBAO VELOSO;118936.02;16163.34;0.1358994524955518;0.8641005475044482
SP;ELIAS FAUSTO;150386.04;0;0;1
PI;ELISEU MARTINS;49402.72;22565.06;0.456757441695518;0.543242558304482
BA;ELISIO MEDRADO;73306.07;73795.67;10.066.788.466.493.900;0
MG;ELOI MENDES;220837.42;102238.1;0.46295641381791186;0.5370435861820881
PB;EMAS;45820.57;46128.1;10.067.116.144.561.200;0
SP;EMBU;1764716.8;157722.91;0.08937576272861458;0.9106242372713854
SP;EMBU GUACU;493981.47;3280.68;0.006641301747614136;0.9933586982523859
SP;EMILIANOPOLIS;42809.71;43095.16;10.066.678.797.870.800;0
RS;ENCANTADO;176809.55;9624.99;0.05443704822505346;0.9455629517749465
RN;ENCANTO;57922.52;30631.76;0.5288402507349473;0.47115974926505266
BA;ENCRUZILHADA;150984.16;0;0;1
RS;ENCRUZILHADA DO SUL;202776.09;0;0;1
SP;ENGENHEIRO COELHO;167519.74;168636.74;1.006.667.870.902.850;0
MG;ENGENHEIRO NAVARRO;67293.66;1019.99;0.01515729713616409;0.9848427028638359
RJ;ENGENHEIRO PAULO DE FRONTIN;115980;6609.97;0.05699232626314882;0.9430076737368511
BA;ENTRE RIOS;319372.72;24631.72;0.07712530988870936;0.9228746901112906
SC;ENTRE RIOS;40000.32;11079.35;0.2769815341477268;0.7230184658522731
MG;ENTRE RIOS DE MINAS;130585.82;21.96;0.0001681652724622015;0.9998318347275378
PR;ENTRE RIOS DO OESTE;53086.63;16.09;0.00030308949729903744;0.9996969105027009
RS;ENTRE RIOS DO SUL;39527.21;10.97;0.00027753033922707927;0.9997224696607729
RS;ENTRE IJUIS;71973.33;0;0;1
AM;ENVIRA;156657.4;157707.09;10.067.005.452.662.900;0
AC;EPITACIOLANDIA;137835.86;68330.83;0.4957405859404077;0.5042594140595923
RN;EQUADOR;60246.69;24320.39;0.40368010259152826;0.5963198974084718
RS;ERECHIM;730197.04;217.21;0.00029746765338846073;0.9997025323466115
CE;ERERE;67790.24;30364.7;0.44792141169584293;0.552078588304157
SC;ERMO;33491.69;0;0;1
RS;ERNESTINA;41673.92;7732.8;0.18555489860325117;0.8144451013967489
RS;ERVAL SECO;63049.65;21148.74;0.33542993497981355;0.6645700650201865
SC;ERVAL VELHO;46902.9;47215.64;10.066.678.179.814.000;0
MG;ERVALIA;159771.18;80051.94;0.5010411765125601;0.4989588234874399
PE;ESCADA;501231.38;61214.91;0.12212904547197345;0.8778709545280265
RS;ESMERALDA;42324.51;1589.54;0.03755601659653;0.96244398340347
MG;ESMERALDAS;506591.38;2028.84;0.0040048845679134925;0.9959951154320865
MG;ESPERA FELIZ;202993.66;22.81;0.00011236804144523527;0.9998876319585548
PB;ESPERANCA;257013.99;93.17;0.0003625094493883388;0.9996374905506117
PR;ESPERANCA NOVA;36866.43;37112.25;1.006.667.854.739.390;0
MA;ESPERANTINOPOLIS;142836.21;2219.72;0.015540317122667985;0.984459682877332
MG;ESPINOSA;249703.06;104;0.0004164946957398119;0.9995835053042602
RN;ESPIRITO SANTO;94288.23;94928.87;1.006.794.485.377.440;0
MG;ESPIRITO SANTO DO DOURADO;52734.48;3.18;0.0000603021021540366;0.999939697897846
SP;ESPIRITO SANTO DO PINHAL;334627.63;68023.46;0.20328106199718177;0.7967189380028182
SP;ESPIRITO SANTO DO TURVO;52030.28;0;0;1
BA;ESPLANADA;293435.24;6249.04;0.021296146979483448;0.9787038530205165
RS;ESPUMOSO;128308.3;7.45;0.00005806327416075188;0.9999419367258392
RS;ESTACAO;57602.95;0;0;1
SE;ESTANCIA;494985.81;307081.06;0.6203835621065582;0.3796164378934418
RS;ESTANCIA VELHA;364214.6;22960.51;0.06304115760323721;0.9369588423967627
RS;ESTEIO;585099.15;670.36;0.001145720345004774;0.9988542796549952
MG;ESTIVA;99418.36;29662.23;0.2983576675374649;0.7016423324625352
RS;ESTRELA;257677.51;27.2;0.0001055583003732068;0.9998944416996268
MG;ESTRELA DALVA;39323.66;581.63;0.014790840933931378;0.9852091590660687
MG;ESTRELA DO INDAIA;45929.36;0;0;1
MG;ESTRELA DO SUL;71495.73;38.08;0.0005326192207562605;0.9994673807792437
SP;ESTRELA DOESTE;72526.05;19227.82;0.2651160514049779;0.734883948595022
RS;ESTRELA VELHA;44454.06;40572.51;0.9126840158131789;0.08731598418682107
BA;EUCLIDES DA CUNHA;453682.3;90.05;0.00019848691474187995;0.9998015130852581
RS;EUGENIO DE CASTRO;37266.32;11.58;0.00031073634316455183;0.9996892636568354
MG;EUGENOPOLIS;98968.29;99628.2;10.066.678.933.221.900;0
BA;EUNAPOLIS;791033.84;317910.47;0.4018923766902311;0.5981076233097689
CE;EUSEBIO;404002.6;161.36;0.0003994033701763306;0.9996005966298237
MG;EXTREMA;276008.57;163564.66;0.5926071788278169;0.4073928211721831
RN;EXTREMOZ;223232.85;25174.9;0.11277417279759677;0.8872258272024032
PE;EXU;253700.3;57628.25;0.22715089418498915;0.7728491058150109
PB;FAGUNDES;98530.17;25234.09;0.25610521122616553;0.7438947887738345
MG;FAMA;39517.78;2043.86;0.05172001058763928;0.9482799894123607
CE;FARIAS BRITO;164435.43;165555.66;10.068.125.829.086.800;0
PA;FARO;61358.23;61766.93;10.066.608.831.447.700;0
RS;FARROUPILHA;515170.78;0;0;1
PI;FARTURA DO PIAUI;51641.19;2173.11;0.04208094352589474;0.9579190564741052
BA;FATIMA;156009.55;157049.81;10.066.679.251.366.300;0
TO;FATIMA;41922;131.69;0.0031413100520013356;0.9968586899479986
MS;FATIMA DO SUL;160953.27;133997.58;0.8325247446044433;0.16747525539555674
PR;FAXINAL;152835.61;1405.06;0.009193276357519037;0.990806723642481
RS;FAXINAL DO SOTURNO;61707.96;19.56;0.0003169769345802389;0.9996830230654198
SC;FAXINAL DOS GUEDES;89852.53;5787.16;0.06440731273788283;0.9355926872621172
RS;FAXINALZINHO;36803.86;37053.35;1.006.778.908.516.660;0
PR;FAZENDA RIO GRANDE;707986.07;378656.5;0.5348360879473236;0.4651639120526764
RS;FAZENDA VILANOVA;49466.77;49800.14;10.067.392.716.362.900;0
AC;FEIJO;242198.99;243813.95;10.066.679.055.928.300;0
BA;FEIRA DE SANTANA;3789947.6;170212.2;0.04491149165228564;0.9550885083477143
AL;FEIRA GRANDE;181411.3;68807.24;0.3792886110181671;0.620711388981833
PE;FEIRA NOVA;180351.96;32.83;0.00018203295378658486;0.9998179670462134
SE;FEIRA NOVA;56879.79;13050.53;0.22944054469962002;0.77055945530038
MA;FEIRA NOVA DO MARANHAO;70753.7;0.05;7,07E+08;0.999999293323176
MG;FELICIO DOS SANTOS;53083.15;3270.52;0.061611264591494665;0.9383887354085053
RN;FELIPE GUERRA;59904.13;1831.32;0.030570847118554262;0.9694291528814457
MG;FELIXLANDIA;130801.47;28.27;0.00021612906949746054;0.9997838709305026
RS;FELIZ;108793.3;7591.95;0.06978324951996125;0.9302167504800387
AL;FELIZ DESERTO;54572.24;27157.55;0.4976440402666264;0.5023559597333735
PR;FERNANDES PINHEIRO;59406.86;25111.83;0.42270926286964167;0.5772907371303584
MA;FERNANDO FALCAO;88750.74;89341.9;10.066.609.022.076.800;0
RN;FERNANDO PEDROZA;43170.09;43462.59;1.006.775.524.442.960;0
SP;FERNANDO PRESTES;57476.97;3351.74;0.05831448665439392;0.9416855133456061
SP;FERNANDOPOLIS;492445.66;305659.61;0.6206971343802685;0.3793028656197315
SP;FERNAO;34257.14;34490.78;10.068.201.840.550.600;0
SP;FERRAZ DE VASCONCELOS;1311110.64;0;0;1
AP;FERREIRA GOMES;57304.52;57689.77;1.006.722.855.369.870;0
PE;FERREIROS;122560.64;26.78;0.00021850408091863752;0.9997814959190814
BA;FILADELFIA;147371.46;68647.16;0.46581040860964534;0.5341895913903547
TO;FILADELFIA;70589.27;24.6;0.0003484948916457133;0.9996515051083543
BA;FIRMINO ALVES;59014.96;59415.93;10.067.943.789.168.000;0
GO;FIRMINOPOLIS;107370.33;108099.85;1.006.794.428.218.670;0
AL;FLEXEIRAS;109578.09;12181.33;0.11116574490393107;0.888834255096069
SC;FLOR DO SERTAO;30745.5;0;0;1
RN;FLORANIA;77780.04;15.86;0.0002039083548941348;0.9997960916451059
SP;FLOREAL;41114.04;9184.21;0.22338378811714926;0.7766162118828508
PE;FLORES;183168.54;98358.64;0.5369843533174419;0.4630156466825581
RS;FLORES DA CUNHA;238431.36;60.42;0.00025340626333717175;0.9997465937366629
GO;FLORES DE GOIAS;133881.78;134780.34;10.067.115.928.694.700;0
PE;FLORESTA;259683.68;146297.03;0.5633662847045298;0.43663371529547024
PR;FLORESTA;65846.98;66295;10.068.039.566.886.700;0
BA;FLORESTA AZUL;96612;16664.98;0.17249389309816585;0.8275061069018341
PA;FLORESTA DO ARAGUAIA;156492.86;157539.56;1.006.688.484.062.460;0
MG;FLORESTAL;68544.01;23.43;0.0003418241798225695;0.9996581758201775
PI;FLORIANO;420441.83;8528.21;0.020283923699980087;0.9797160763000199
PR;FLORIDA;42524.38;35259.54;0.8291605897605092;0.17083941023949079
SP;FLORINIA;39738.09;0;0;1
RS;FONTOURA XAVIER;90277.95;1586.32;0.017571511094348066;0.9824284889056519
MG;FORMIGA;490211.31;0;0;1
RS;FORMIGUEIRO;61633.17;25215.36;0.409119959268686;0.590880040731314
GO;FORMOSA;828149.65;572484.37;0.6912813040493345;0.3087186959506655
MA;FORMOSA DA SERRA NEGRA;153388.51;14511.84;0.09460839015908036;0.9053916098409196
PR;FORMOSA DO OESTE;64727.96;0;0;1
BA;FORMOSA DO RIO PRETO;208980.63;80544.7;0.38541705994474224;0.6145829400552578
GO;FORMOSO;47864.68;48189.39;10.067.839.166.583.700;0
CE;FORQUILHA;200555.68;98002.55;0.4886550707514243;0.5113449292485757
SC;FORQUILHINHA;203634.51;16398.29;0.08052804998524071;0.9194719500147592
MG;FORTALEZA DE MINAS;51136.26;6190.3;0.1210550008936907;0.8789449991063093
TO;FORTALEZA DO TABOCAO;34808.9;35041;1.006.667.834.950.250;0
MA;FORTALEZA DOS NOGUEIRAS;101716.62;27252.88;0.2679294691467334;0.7320705308532667
RS;FORTALEZA DOS VALOS;48251.07;22404.67;0.4643351950537055;0.5356648049462944
CE;FORTIM;138580.56;139519.51;10.067.754.813.517.800;0
MG;FORTUNA DE MINAS;42772.1;3.52;0.00008229663729393694;0.999917703362706
PR;FOZ DO IGUACU;1707152.2;797167.15;0.4669572812547118;0.5330427187452882
PR;FOZ DO JORDAO;53720.37;14854.14;0.27650851995248726;0.7234914800475127
SC;FRAIBURGO;265964.22;105953.87;0.3983764056684016;0.6016235943315984
SP;FRANCA;2218385.76;17548.98;0.00791069809247243;0.9920893019075275
PI;FRANCINOPOLIS;51874.85;52222.06;10.066.932.241.731.700;0
PR;FRANCISCO ALVES;61690.59;62104.79;10.067.141.520.286.900;0
PI;FRANCISCO AYRES;46165.58;14845.3;0.321566413765407;0.6784335862345929
MG;FRANCISCO BADARO;93584.39;94218.47;10.067.754.889.463.900;0
PR;FRANCISCO BELTRAO;646874.77;162.94;0.00025188801226549615;0.9997481119877345
RN;FRANCISCO DANTAS;41856.94;8.78;0.00020976210874469083;0.9997902378912553
MG;FRANCISCO DUMONT;55720.86;20584.13;0.3694151526017366;0.6305848473982634
PI;FRANCISCO MACEDO;39520.02;0;0;1
SP;FRANCISCO MORATO;1205861;140605.89;0.11660207105130692;0.8833979289486931
PI;FRANCISCO SANTOS;74500;12598.85;0.16911208053691276;0.8308879194630873
MG;FRANCISCOPOLIS;56725.7;12904.38;0.22748736463366692;0.7725126353663331
SP;FRANCO DA ROCHA;1075800.28;340.59;0.00031659222100221054;0.9996834077789978
CE;FRECHEIRINHA;124832.5;125669.68;10.067.064.266.116.500;0
RS;FREDERICO WESTPHALEN;241674.26;26417.13;0.10930882751021975;0.8906911724897802
MG;FREI GASPAR;59517.56;42304.01;0.7107819944231586;0.2892180055768414
PB;FREI MARTINHO;42777.25;24951.95;0.5832995342150326;0.41670046578496744
PE;FREI MIGUELINHO;133249.67;21409.77;0.1606740939771183;0.8393259060228817
SE;FREI PAULO;129709.18;56289.04;0.4339634249480261;0.5660365750519739
MG;FRONTEIRA;155249.39;5.34;0.00003439627041368729;0.9999656037295863
MG;FRONTEIRA DOS VALES;52101.14;1118.65;0.021470739411843964;0.978529260588156
MG;FRUTAL;434820.14;185227.03;0.4259853970885525;0.5740146029114475
RN;FRUTUOSO GOMES;48959;12093.77;0.24701832145264405;0.752981678547356
ES;FUNDAO;172017.32;62456.34;0.3630816943317103;0.6369183056682897
PB;GADO BRAVO;73190.39;73687.72;10.067.950.177.612.100;0
SP;GALIA;61844.61;62266.41;10.068.203.195.072.200;0
RN;GALINHOS;41639.99;13741.04;0.3299962367906429;0.6700037632093572
SC;GALVAO;38116.24;38370.4;10.066.680.239.184.100;0
PE;GAMELEIRA;249286.99;17294.11;0.06937429827364838;0.9306257017263516
GO;GAMELEIRA DE GOIAS;45409.67;14.12;0.0003109469855209254;0.9996890530144791
MG;GAMELEIRAS;55115.57;12.34;0.0002238931757396322;0.9997761068242603
BA;GANDU;256854.46;16157.01;0.0629033655868775;0.9370966344131225
PE;GARANHUNS;960097.69;773077.47;0.8052070930407093;0.19479290695929075
SE;GARARU;99582.56;0;0;1
SP;GARCA;334970.17;49409.28;0.14750352247783735;0.8524964775221626
RS;GARIBALDI;263124.2;14288.36;0.05430272092038665;0.9456972790796133
SC;GAROPABA;175186.57;53585.42;0.3058763009059427;0.6941236990940574
RS;GARRUCHOS;40280;9.23;0.0002291459781529295;0.9997708540218471
SC;GARUVA;147022.45;126381.87;0.8596093317721204;0.1403906682278796
SC;GASPAR;484445.3;12797.75;0.02641732719875701;0.973582672801243
SP;GASTAO VIDIGAL;51910.38;1520.86;0.029297801326054633;0.9707021986739454
RS;GAURAMA;55182.19;35420.4;0.6418810126963066;0.3581189873036934
